tweet_id,timestamp,name,rating,dog_stage,stage,favorite_count,retweet_count,text,jpg_url,img_num,breed,confidence
886983233522544640,2017-07-17 16:17:36,Maya,1.3,None ,,34112,7491,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469
886736880519319552,2017-07-16 23:58:41,Mingus,1.3,None ,,11690,3150,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help… https://t.co/RipKYZ0T1u",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706
886680336477933568,2017-07-16 20:14:00,Derek,1.3,None ,,21804,4310,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Unidentifiable,0.0
886366144734445568,2017-07-15 23:25:31,Roscoe,1.2,pupper,,20568,3089,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 dee… https://t.co/iIu3AF8IWH,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201
885984800019947520,2017-07-14 22:10:11,Jimbo,1.2,None ,,31665,6545,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1… https://t.co/lWeeGBBXmE,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494
885528943205470208,2017-07-13 15:58:47,Maisey,1.3,None ,,34948,6207,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275
885167619883638784,2017-07-12 16:03:00,None,1.3,None ,,21287,4231,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongu… https://t.co/JMU4y341NB,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999
884562892145688576,2017-07-11 00:00:02,Kevin,1.3,None ,,23592,4525,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001
884441805382717440,2017-07-10 15:58:53,None,1.4,None ,,26231,5476,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (I… https://t.co/JkL9KmUt8X",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225
883482846933004288,2017-07-08 00:28:19,Bella,0.5,None ,,44598,9584,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082
883117836046086144,2017-07-07 00:17:54,None,1.3,None ,,36097,6440,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562
882992080364220416,2017-07-06 15:58:11,Rusty,1.3,None ,,23245,3791,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778
882762694511734784,2017-07-06 00:46:41,Gus,1.2,pupper,,27483,4728,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005
882627270321602560,2017-07-05 15:48:34,Stanley,1.3,None ,,27142,5886,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (… https://t.co/KoU1kxPBcn,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982
882268110199369728,2017-07-04 16:01:23,Alfy,1.3,None ,,43643,11211,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211
881666595344535552,2017-07-03 00:11:11,Gary,1.3,None ,,49166,10331,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012
881268444196462592,2017-07-01 21:49:04,Elliot,1.2,None ,,22475,5019,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate… https://t.co/J4Q5YjzLH0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Unidentifiable,0.0
880872448815771648,2017-06-30 19:35:32,None,1.2,None ,,20669,3698,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only plea… https://t.co/1nxJLhk0Sd,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416
880465832366813184,2017-06-29 16:39:47,Bella,1.2,None ,,27724,6066,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255
880221127280381952,2017-06-29 00:27:25,Jesse,1.2,None ,,26268,4077,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525
879862464715927552,2017-06-28 00:42:13,Romeo,1.3,None ,,21709,3383,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507
879492040517615616,2017-06-27 00:10:17,Bailey,1.2,None ,,22782,3076,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896
879376492567855104,2017-06-26 16:31:08,Jack,1.2,None ,,16340,3014,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get… https://t.co/RqUrIisQta,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador Retriever,0.0334961
879050749262655488,2017-06-25 18:56:45,Steven,1.1,None ,,21904,4552,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1… https://t.co/ffTAMZt2n7,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Unidentifiable,0.0
878281511006478336,2017-06-23 16:00:04,Shadow,1.3,None ,,7523,1247,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below… https://t.co/5HuiInQveF",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042
878057613040115712,2017-06-23 01:10:23,Emmy,1.4,None ,,40900,6592,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097
877736472329191424,2017-06-22 03:54:17,Aja,1.3,None ,,77501,18489,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.8379559999999999
877556246731214848,2017-06-21 15:58:08,Penny,1.2,None ,,22108,3687,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would en… https://t.co/rc53DmRHwK,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368
877201837425926144,2017-06-20 16:29:50,Nelly,1.2,None ,,26393,5418,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congra… https://t.co/kVwm88J6Yr,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112
876838120628539392,2017-06-19 16:24:33,Ginger,1.2,pupper,,20127,3237,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug pa… https://t.co/zuDk9mBEMO,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751
876484053909872640,2017-06-18 16:57:37,Benedict,1.3,None ,,18265,2316,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super du… https://t.co/ccBFQU5UWO,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566
876120275196170240,2017-06-17 16:52:05,Venti,1.3,None ,,27204,4537,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scr… https://t.co/9NqZV4WwyX",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327
875747767867523072,2017-06-16 16:11:53,Goose,1.3,None ,,24514,4163,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal… https://t.co/XRwtpQiJ15",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551
875144289856114688,2017-06-15 00:13:52,Nugget,1.3,None ,,21352,4797,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 w… https://t.co/wK0pt8Cnck,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048
875021211251597312,2017-06-14 16:04:48,None,1.2,None ,,24819,4593,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7143189999999999
874680097055178752,2017-06-13 17:29:20,Cash,1.2,None ,,27110,4516,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052
874296783580663808,2017-06-12 16:06:11,Jed,1.3,pupper,,25403,3998,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.437216
874057562936811520,2017-06-12 00:15:36,None,1.2,None ,,22130,3844,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Than… https://t.co/0MXV9ZDhS5",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated Retriever,0.8321770000000001
874012996292530176,2017-06-11 21:18:31,Sebastian,1.3,puppo,,33629,10125,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.… https://t.co/jonYjPNmYx",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674
873213775632977920,2017-06-09 16:22:42,Sierra,1.2,pupper,,7045,1545,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below… https://t.co/CWPYZJvjrI,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.6197819999999999
872967104147763200,2017-06-09 00:02:31,None,1.2,doggo,,26645,5279,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10… https://t.co/8rpIJr9sAC,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.476913
872820683541237760,2017-06-08 14:20:41,None,1.3,None ,,14374,3612,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase dail… https://t.co/M15eX8HhsR",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912
872620804844003328,2017-06-08 01:06:27,Monkey,1.3,None ,,20286,3596,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513191
872486979161796608,2017-06-07 16:14:40,None,1.2,None ,,39739,8813,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it toge… https://t.co/xFWhrdMuTh,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861
870804317367881728,2017-06-03 00:48:22,None,1.1,None ,,32923,6074,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a… https://t.co/oZ7H2eO79W,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,Unidentifiable,0.0
870374049280663552,2017-06-01 20:18:38,Zoey,1.3,None ,,81074,25761,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental s… https://t.co/6SWu4xkvDk,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,Golden Retriever,0.841001
869772420881756160,2017-05-31 04:27:59,Dewey,1.3,None ,,41626,9866,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148
869227993411051520,2017-05-29 16:24:37,Gizmo,1.3,None ,,20099,3738,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wou… https://t.co/2lERR4Uoyt,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181
868622495443632128,2017-05-28 00:18:35,None,1.3,None ,,26259,5223,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador Retriever,0.868107
868552278524837888,2017-05-27 19:39:34,Cooper,1.2,None ,,9951,2055,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help… https://t.co/0xI8JbHfLa,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Whippet,0.378151
867900495410671616,2017-05-26 00:29:37,None,1.2,None ,,23808,4124,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank… https://t.co/DI5BnH6c3G",https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador Retriever,0.522644
867051520902168576,2017-05-23 16:16:06,None,1.3,None ,,31762,7778,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. T… https://t.co/Qk5Xvus2gJ",https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403
866686824827068416,2017-05-22 16:06:55,Lili,1.2,None ,,19005,3446,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would pu… https://t.co/PSJxrMtzCu,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,Flat-Coated Retriever,0.51473
865718153858494464,2017-05-19 23:57:46,Boomer,1.3,None ,,25313,5574,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 ext… https://t.co/EzSWgvFLSD",https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,Golden Retriever,0.673664
865359393868664832,2017-05-19 00:12:11,Sammy,1.3,None ,,26145,4966,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a Ble… https://t.co/SOuLinJPxm,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake Bay Retriever,0.832435
865006731092295680,2017-05-18 00:50:50,Nelly,1.3,None ,,27676,7636,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurcha… https://t.co/PkOCMFCY5U,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.989882
864873206498414592,2017-05-17 16:00:15,None,1.4,None ,,31900,8658,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/… https://t.co/0ryaeQJlsv,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,Unidentifiable,0.0
864279568663928832,2017-05-16 00:41:21,Meatball,1.2,None ,,14449,3004,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anythin… https://t.co/286ea8nY0m,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,Bull Mastiff,0.668613
864197398364647424,2017-05-15 19:14:50,Paisley,1.3,None ,,29796,8878,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,Golden Retriever,0.945905
863062471531167744,2017-05-12 16:05:02,Quinn,1.3,None ,,8428,2434,Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help… https://t.co/G471HWPXet,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French Bulldog,0.935804
862831371563274240,2017-05-12 00:46:44,Zooey,1.3,None ,,19010,5096,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen,… https://t.co/bLy0kgX5n6",https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian Terrier,0.207281
862457590147678208,2017-05-11 00:01:27,Jersey,1.3,None ,,20330,4949,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and… https://t.co/5DPDPGiFMr",https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,1,Unidentifiable,0.0
862096992088072192,2017-05-10 00:08:34,None,1.3,None ,,73886,23221,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,Chow,0.677589
861383897657036800,2017-05-08 00:54:59,Hobbes,1.3,None ,,35871,10695,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan,0.771008
860524505164394496,2017-05-05 16:00:04,Carl,1.3,None ,,23496,5295,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington Terrier,0.286558
860276583193509888,2017-05-04 23:34:55,Jordy,1.2,None ,,18227,3484,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10… https://t.co/k5d7pFQVxx,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,1,Unidentifiable,0.0
860184849394610176,2017-05-04 17:30:24,None,1.4,None ,,16597,5875,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog no… https://t.co/R2eI8bm9MI",https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,1,Unidentifiable,0.0
859924526012018688,2017-05-04 00:15:58,Milky,1.2,None ,,19474,4097,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help cl… https://t.co/Tr1A1K5U9X,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,French Bulldog,0.254587
859607811541651456,2017-05-03 03:17:27,None,1.3,puppo,,18525,1579,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is… https://t.co/GL6vzAbHrv,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,Golden Retriever,0.8955290000000001
859196978902773760,2017-05-02 00:04:57,quite,1.2,None ,,89662,30353,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you… https://t.co/r6huxnDPOZ,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,1,Malamute,0.216163
858843525470990336,2017-05-01 00:40:27,None,1.3,doggo,,15517,3509,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 wou… https://t.co/A1s7QG7tqa,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,Golden Retriever,0.57812
858471635011153920,2017-04-30 00:02:42,Sophie,1.3,None ,,21480,4870,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,Pembroke,0.987407
858107933456039936,2017-04-28 23:57:28,Wyatt,1.2,None ,,15703,2920,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12… https://t.co/MmuKBs0kYD,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,Golden Retriever,0.863874
857989990357356544,2017-04-28 16:08:49,Rosie,1.2,None ,,16121,2605,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way… https://t.co/hM3GxwdhBn,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,French Bulldog,0.43258
857746408056729600,2017-04-28 00:00:54,Thor,1.3,None ,,34245,10741,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would… https://t.co/N3p4ePizgN,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,Labrador Retriever,0.919832
857263160327368704,2017-04-26 16:00:39,Oscar,1.3,None ,,20041,4560,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem… https://t.co/HtCrP7pEEC,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,Samoyed,0.998021
857029823797047296,2017-04-26 00:33:27,Zeke,1.2,None ,,18956,4053,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,Golden Retriever,0.968623
